ID;time-stamp;hour;day-of-week;available-bike-stands;available-bikes
1001;2015-02-04 22:16:52+00:00;22;Wednesday;6;10
1001;2015-02-04 22:19:23+00:00;22;Wednesday;6;10
1001;2015-02-04 22:20:17+00:00;22;Wednesday;7;9
1001;2015-02-04 22:30:22+00:00;22;Wednesday;7;9
1001;2015-02-04 22:31:35+00:00;22;Wednesday;8;8
1001;2015-02-04 22:41:38+00:00;22;Wednesday;8;8
1001;2015-02-04 22:50:27+00:00;22;Wednesday;7;9
1001;2015-02-04 22:57:11+00:00;22;Wednesday;7;9
1001;2015-02-04 22:57:53+00:00;22;Wednesday;8;8
1001;2015-02-04 23:00:21+00:00;23;Wednesday;7;9
1001;2015-02-04 23:11:08+00:00;23;Wednesday;8;8
1001;2015-02-04 23:21:23+00:00;23;Wednesday;9;7
1001;2015-02-04 23:31:26+00:00;23;Wednesday;9;7
1001;2015-02-04 23:41:30+00:00;23;Wednesday;9;7
1001;2015-02-04 23:44:00+00:00;23;Wednesday;8;8
1001;2015-02-04 23:45:44+00:00;23;Wednesday;7;9
1001;2015-02-04 23:49:22+00:00;23;Wednesday;6;10
1001;2015-02-04 23:59:27+00:00;23;Wednesday;6;10
1001;2015-02-05 00:09:31+00:00;0;Thursday;6;10
1001;2015-02-05 00:19:34+00:00;0;Thursday;6;10
1001;2015-02-05 00:23:14+00:00;0;Thursday;5;11
1001;2015-02-05 00:27:48+00:00;0;Thursday;4;12
1001;2015-02-05 00:37:51+00:00;0;Thursday;4;12
1001;2015-02-05 00:47:20+00:00;0;Thursday;5;11
1001;2015-02-05 00:57:24+00:00;0;Thursday;5;11
1001;2015-02-05 01:00:26+00:00;1;Thursday;4;12
1001;2015-02-05 01:01:51+00:00;1;Thursday;4;12
1001;2015-02-05 01:03:28+00:00;1;Thursday;4;12
1001;2015-02-05 01:04:04+00:00;1;Thursday;5;11
1001;2015-02-05 01:14:08+00:00;1;Thursday;5;11
1001;2015-02-05 01:24:11+00:00;1;Thursday;5;11
1001;2015-02-05 01:34:15+00:00;1;Thursday;5;11
1001;2015-02-05 01:41:54+00:00;1;Thursday;5;11
1001;2015-02-05 01:45:15+00:00;1;Thursday;5;11
1001;2015-02-05 01:46:26+00:00;1;Thursday;7;9
1001;2015-02-05 01:49:24+00:00;1;Thursday;8;8
1001;2015-02-05 01:59:20+00:00;1;Thursday;8;8
1001;2015-02-05 02:01:20+00:00;2;Thursday;9;7
1001;2015-02-05 02:02:25+00:00;2;Thursday;9;7
1001;2015-02-05 02:03:14+00:00;2;Thursday;10;6
1001;2015-02-05 02:13:17+00:00;2;Thursday;10;6
1001;2015-02-05 02:23:20+00:00;2;Thursday;10;6
1001;2015-02-05 02:33:24+00:00;2;Thursday;10;6
1001;2015-02-05 02:43:28+00:00;2;Thursday;10;6
1001;2015-02-05 02:53:32+00:00;2;Thursday;10;6
1001;2015-02-05 02:57:22+00:00;2;Thursday;9;7
1001;2015-02-05 03:07:25+00:00;3;Thursday;9;7
1001;2015-02-05 03:13:02+00:00;3;Thursday;9;7
1001;2015-02-05 03:16:26+00:00;3;Thursday;9;7
1001;2015-02-05 03:17:16+00:00;3;Thursday;9;7
1001;2015-02-05 03:18:30+00:00;3;Thursday;9;7
1001;2015-02-05 03:18:46+00:00;3;Thursday;9;7
1001;2015-02-05 03:20:02+00:00;3;Thursday;9;7
1001;2015-02-05 03:21:37+00:00;3;Thursday;9;7
1001;2015-02-05 03:22:23+00:00;3;Thursday;10;6
1001;2015-02-05 03:23:08+00:00;3;Thursday;11;5
1001;2015-02-05 03:24:33+00:00;3;Thursday;13;3
1001;2015-02-05 03:34:37+00:00;3;Thursday;13;3
1001;2015-02-05 03:44:26+00:00;3;Thursday;13;3
1001;2015-02-05 03:45:32+00:00;3;Thursday;13;3
1001;2015-02-05 03:46:37+00:00;3;Thursday;14;2
1001;2015-02-05 03:56:41+00:00;3;Thursday;14;2
1001;2015-02-05 04:06:45+00:00;4;Thursday;14;2
1001;2015-02-05 04:16:49+00:00;4;Thursday;14;2
1001;2015-02-05 04:26:52+00:00;4;Thursday;14;2
1001;2015-02-05 04:36:56+00:00;4;Thursday;14;2
1001;2015-02-05 04:47:00+00:00;4;Thursday;14;2
1001;2015-02-05 04:57:04+00:00;4;Thursday;14;2
1001;2015-02-05 05:07:08+00:00;5;Thursday;14;2
1001;2015-02-05 05:17:11+00:00;5;Thursday;14;2
1001;2015-02-05 05:27:15+00:00;5;Thursday;14;2
1001;2015-02-05 05:37:19+00:00;5;Thursday;14;2
1001;2015-02-05 05:47:23+00:00;5;Thursday;14;2
1001;2015-02-05 05:57:26+00:00;5;Thursday;14;2
1001;2015-02-05 06:07:30+00:00;6;Thursday;14;2
1001;2015-02-05 06:17:33+00:00;6;Thursday;14;2
1001;2015-02-05 06:24:53+00:00;6;Thursday;13;3
1001;2015-02-05 06:35:16+00:00;6;Thursday;13;3
1001;2015-02-05 06:40:01+00:00;6;Thursday;12;4
1001;2015-02-05 06:41:42+00:00;6;Thursday;12;4
1001;2015-02-05 06:42:09+00:00;6;Thursday;13;3
1001;2015-02-05 06:51:04+00:00;6;Thursday;12;4
1001;2015-02-05 06:52:25+00:00;6;Thursday;12;4
1001;2015-02-05 06:52:48+00:00;6;Thursday;13;3
1001;2015-02-05 06:53:57+00:00;6;Thursday;12;4
1001;2015-02-05 07:03:23+00:00;7;Thursday;12;4
1001;2015-02-05 07:03:47+00:00;7;Thursday;13;3
1001;2015-02-05 07:10:02+00:00;7;Thursday;12;4
1001;2015-02-05 07:12:33+00:00;7;Thursday;12;4
1001;2015-02-05 07:17:12+00:00;7;Thursday;12;4
1001;2015-02-05 07:17:49+00:00;7;Thursday;13;3
1001;2015-02-05 07:19:21+00:00;7;Thursday;12;4
1001;2015-02-05 07:29:25+00:00;7;Thursday;12;4
1001;2015-02-05 07:37:38+00:00;7;Thursday;12;4
1001;2015-02-05 07:38:30+00:00;7;Thursday;13;3
1001;2015-02-05 07:39:39+00:00;7;Thursday;13;3
1001;2015-02-05 07:40:39+00:00;7;Thursday;13;3
1001;2015-02-05 07:41:00+00:00;7;Thursday;14;2
1001;2015-02-05 07:44:31+00:00;7;Thursday;13;3
1001;2015-02-05 07:45:06+00:00;7;Thursday;14;2
1001;2015-02-05 07:48:06+00:00;7;Thursday;14;2
1001;2015-02-05 07:49:41+00:00;7;Thursday;14;1
1001;2015-02-05 07:49:45+00:00;7;Thursday;14;1
1001;2015-02-05 07:56:21+00:00;7;Thursday;14;1
1001;2015-02-05 07:57:29+00:00;7;Thursday;15;0
1001;2015-02-05 07:58:03+00:00;7;Thursday;15;1
1001;2015-02-05 08:00:53+00:00;8;Thursday;15;1
1001;2015-02-05 08:06:41+00:00;8;Thursday;15;0
1001;2015-02-05 08:07:05+00:00;8;Thursday;15;1
1001;2015-02-05 08:17:09+00:00;8;Thursday;15;1
1001;2015-02-05 08:18:16+00:00;8;Thursday;15;1
1001;2015-02-05 08:19:24+00:00;8;Thursday;15;1
1001;2015-02-05 08:28:22+00:00;8;Thursday;15;1
1001;2015-02-05 08:37:08+00:00;8;Thursday;15;1
1001;2015-02-05 08:38:16+00:00;8;Thursday;15;1
1001;2015-02-05 08:39:34+00:00;8;Thursday;15;1
1001;2015-02-05 08:40:12+00:00;8;Thursday;16;0
1001;2015-02-05 08:47:42+00:00;8;Thursday;16;0
1001;2015-02-05 08:47:45+00:00;8;Thursday;15;1
1001;2015-02-05 08:49:34+00:00;8;Thursday;15;1
1001;2015-02-05 08:49:56+00:00;8;Thursday;16;0
1001;2015-02-05 08:55:30+00:00;8;Thursday;15;1
1001;2015-02-05 09:02:04+00:00;9;Thursday;15;1
1001;2015-02-05 09:08:40+00:00;9;Thursday;16;0
1001;2015-02-05 09:17:35+00:00;9;Thursday;15;1
1001;2015-02-05 09:19:06+00:00;9;Thursday;14;2
1001;2015-02-05 09:25:30+00:00;9;Thursday;15;1
1001;2015-02-05 09:28:03+00:00;9;Thursday;14;2
1001;2015-02-05 09:30:40+00:00;9;Thursday;15;1
1001;2015-02-05 09:40:45+00:00;9;Thursday;15;1
1001;2015-02-05 09:50:49+00:00;9;Thursday;15;1
1001;2015-02-05 10:00:52+00:00;10;Thursday;15;1
1001;2015-02-05 10:03:31+00:00;10;Thursday;14;2
1001;2015-02-05 10:13:35+00:00;10;Thursday;14;2
1001;2015-02-05 10:17:09+00:00;10;Thursday;14;2
1001;2015-02-05 10:17:46+00:00;10;Thursday;15;1
1001;2015-02-05 10:21:38+00:00;10;Thursday;16;0
1001;2015-02-05 10:27:21+00:00;10;Thursday;15;1
1001;2015-02-05 10:34:29+00:00;10;Thursday;16;0
1001;2015-02-05 10:44:32+00:00;10;Thursday;16;0
1001;2015-02-05 10:54:37+00:00;10;Thursday;16;0
1001;2015-02-05 11:04:42+00:00;11;Thursday;16;0
1001;2015-02-05 11:14:11+00:00;11;Thursday;15;1
1001;2015-02-05 11:21:55+00:00;11;Thursday;14;2
1001;2015-02-05 11:25:53+00:00;11;Thursday;13;3
1001;2015-02-05 11:30:24+00:00;11;Thursday;13;3
1001;2015-02-05 11:30:54+00:00;11;Thursday;14;2
1001;2015-02-05 11:37:55+00:00;11;Thursday;13;3
1001;2015-02-05 11:40:30+00:00;11;Thursday;13;3
1001;2015-02-05 11:41:04+00:00;11;Thursday;14;2
1001;2015-02-05 11:43:42+00:00;11;Thursday;12;4
1001;2015-02-05 11:43:44+00:00;11;Thursday;11;5
1001;2015-02-05 11:46:03+00:00;11;Thursday;10;6
1001;2015-02-05 11:47:32+00:00;11;Thursday;10;6
1001;2015-02-05 11:48:26+00:00;11;Thursday;10;6
1001;2015-02-05 11:49:38+00:00;11;Thursday;10;6
1001;2015-02-05 11:50:08+00:00;11;Thursday;11;5
1001;2015-02-05 11:52:31+00:00;11;Thursday;10;6
1001;2015-02-05 11:57:25+00:00;11;Thursday;10;6
1001;2015-02-05 11:57:53+00:00;11;Thursday;11;5
1001;2015-02-05 12:07:57+00:00;12;Thursday;11;5
1001;2015-02-05 12:09:47+00:00;12;Thursday;10;6
1001;2015-02-05 12:16:21+00:00;12;Thursday;9;7
1001;2015-02-05 12:25:20+00:00;12;Thursday;8;8
1001;2015-02-05 12:26:31+00:00;12;Thursday;8;8
1001;2015-02-05 12:27:18+00:00;12;Thursday;9;7
1001;2015-02-05 12:37:23+00:00;12;Thursday;9;7
1001;2015-02-05 12:45:17+00:00;12;Thursday;8;8
1001;2015-02-05 12:46:29+00:00;12;Thursday;9;7
1001;2015-02-05 12:47:39+00:00;12;Thursday;9;7
1001;2015-02-05 12:48:13+00:00;12;Thursday;10;6
1001;2015-02-05 12:50:24+00:00;12;Thursday;10;6
1001;2015-02-05 12:50:49+00:00;12;Thursday;11;5
1001;2015-02-05 12:52:05+00:00;12;Thursday;10;6
1001;2015-02-05 13:02:10+00:00;13;Thursday;10;6
1001;2015-02-05 13:06:00+00:00;13;Thursday;8;8
1001;2015-02-05 13:13:14+00:00;13;Thursday;6;10
1001;2015-02-05 13:23:18+00:00;13;Thursday;6;10
1001;2015-02-05 13:28:53+00:00;13;Thursday;4;12
1001;2015-02-05 13:36:15+00:00;13;Thursday;3;13
1001;2015-02-05 13:46:32+00:00;13;Thursday;3;13
1001;2015-02-05 13:47:01+00:00;13;Thursday;4;12
1001;2015-02-05 13:50:02+00:00;13;Thursday;3;13
1001;2015-02-05 13:56:54+00:00;13;Thursday;2;14
1001;2015-02-05 13:58:59+00:00;13;Thursday;1;15
1001;2015-02-05 14:05:02+00:00;14;Thursday;0;16
1001;2015-02-05 14:15:41+00:00;14;Thursday;0;16
1001;2015-02-05 14:16:41+00:00;14;Thursday;1;15
1001;2015-02-05 14:17:41+00:00;14;Thursday;0;16
1001;2015-02-05 14:17:46+00:00;14;Thursday;1;15
1001;2015-02-05 14:19:16+00:00;14;Thursday;0;16
1001;2015-02-05 14:29:21+00:00;14;Thursday;0;16
1001;2015-02-05 14:35:26+00:00;14;Thursday;0;16
1001;2015-02-05 14:35:59+00:00;14;Thursday;1;15
1001;2015-02-05 14:45:34+00:00;14;Thursday;1;15
1001;2015-02-05 14:46:13+00:00;14;Thursday;2;14
1001;2015-02-05 14:46:50+00:00;14;Thursday;3;13
1001;2015-02-05 14:51:29+00:00;14;Thursday;3;13
1001;2015-02-05 14:52:33+00:00;14;Thursday;3;13
1001;2015-02-05 15:01:23+00:00;15;Thursday;2;14
1001;2015-02-05 15:11:28+00:00;15;Thursday;2;14
1001;2015-02-05 15:12:25+00:00;15;Thursday;1;15
1001;2015-02-05 15:12:49+00:00;15;Thursday;2;14
1001;2015-02-05 15:16:22+00:00;15;Thursday;2;14
1001;2015-02-05 15:16:56+00:00;15;Thursday;3;13
1001;2015-02-05 15:19:06+00:00;15;Thursday;2;14
1001;2015-02-05 15:29:19+00:00;15;Thursday;2;14
1001;2015-02-05 15:29:55+00:00;15;Thursday;3;13
1001;2015-02-05 15:35:32+00:00;15;Thursday;2;14
1001;2015-02-05 15:35:49+00:00;15;Thursday;3;13
1001;2015-02-05 15:39:29+00:00;15;Thursday;4;12
1001;2015-02-05 15:44:23+00:00;15;Thursday;5;11
1001;2015-02-05 15:47:17+00:00;15;Thursday;5;11
1001;2015-02-05 15:47:49+00:00;15;Thursday;6;10
1001;2015-02-05 15:48:59+00:00;15;Thursday;5;11
1001;2015-02-05 15:50:24+00:00;15;Thursday;4;12
1001;2015-02-05 15:53:27+00:00;15;Thursday;4;12
1001;2015-02-05 15:53:55+00:00;15;Thursday;5;11
1001;2015-02-05 15:55:40+00:00;15;Thursday;5;11
1001;2015-02-05 15:56:05+00:00;15;Thursday;6;10
1001;2015-02-05 16:02:20+00:00;16;Thursday;6;10
1001;2015-02-05 16:03:19+00:00;16;Thursday;8;8
1001;2015-02-05 16:05:40+00:00;16;Thursday;7;9
1001;2015-02-05 16:15:45+00:00;16;Thursday;7;9
1001;2015-02-05 16:21:43+00:00;16;Thursday;6;10
1001;2015-02-05 16:24:16+00:00;16;Thursday;6;10
1001;2015-02-05 16:24:47+00:00;16;Thursday;7;9
1001;2015-02-05 16:34:51+00:00;16;Thursday;7;9
1001;2015-02-05 16:40:29+00:00;16;Thursday;7;9
1001;2015-02-05 16:41:12+00:00;16;Thursday;8;8
1001;2015-02-05 16:42:38+00:00;16;Thursday;9;7
1001;2015-02-05 16:44:28+00:00;16;Thursday;8;8
1001;2015-02-05 16:48:49+00:00;16;Thursday;7;9
1001;2015-02-05 16:55:46+00:00;16;Thursday;6;10
1001;2015-02-05 16:58:41+00:00;16;Thursday;4;12
1001;2015-02-05 17:08:45+00:00;17;Thursday;4;12
1001;2015-02-05 17:10:11+00:00;17;Thursday;3;13
1001;2015-02-05 17:14:36+00:00;17;Thursday;2;14
1001;2015-02-05 17:14:57+00:00;17;Thursday;2;14
1001;2015-02-05 17:19:16+00:00;17;Thursday;3;13
1001;2015-02-05 17:22:27+00:00;17;Thursday;3;13
1001;2015-02-05 17:23:16+00:00;17;Thursday;4;12
1001;2015-02-05 17:24:40+00:00;17;Thursday;3;13
1001;2015-02-05 17:27:58+00:00;17;Thursday;2;14
1001;2015-02-05 17:33:04+00:00;17;Thursday;1;15
1001;2015-02-05 17:36:24+00:00;17;Thursday;0;16
1001;2015-02-05 17:42:28+00:00;17;Thursday;1;15
1001;2015-02-05 17:43:20+00:00;17;Thursday;0;16
1001;2015-02-05 17:53:25+00:00;17;Thursday;0;16
1001;2015-02-05 17:57:06+00:00;17;Thursday;0;16
1001;2015-02-05 18:07:11+00:00;18;Thursday;0;16
1001;2015-02-05 18:08:22+00:00;18;Thursday;0;16
1001;2015-02-05 18:09:08+00:00;18;Thursday;1;15
1001;2015-02-05 18:19:11+00:00;18;Thursday;1;15
1001;2015-02-05 18:20:58+00:00;18;Thursday;0;16
1001;2015-02-05 18:28:22+00:00;18;Thursday;0;16
1001;2015-02-05 18:28:54+00:00;18;Thursday;1;15
1001;2015-02-05 18:38:57+00:00;18;Thursday;1;15
1001;2015-02-05 18:47:24+00:00;18;Thursday;0;16
1001;2015-02-05 18:48:30+00:00;18;Thursday;8;8
1001;2015-02-05 18:49:25+00:00;18;Thursday;8;8
1001;2015-02-05 18:49:59+00:00;18;Thursday;9;7
1001;2015-02-05 18:53:33+00:00;18;Thursday;10;6
1001;2015-02-05 19:02:39+00:00;19;Thursday;9;7
1001;2015-02-05 19:08:58+00:00;19;Thursday;8;8
1001;2015-02-05 19:09:53+00:00;19;Thursday;7;9
1001;2015-02-05 19:11:31+00:00;19;Thursday;6;10
1001;2015-02-05 19:21:36+00:00;19;Thursday;6;10
1001;2015-02-05 19:31:41+00:00;19;Thursday;6;10
1001;2015-02-05 19:37:10+00:00;19;Thursday;5;11
1001;2015-02-05 19:39:21+00:00;19;Thursday;4;12
1001;2015-02-05 19:40:13+00:00;19;Thursday;3;13
1001;2015-02-05 19:44:42+00:00;19;Thursday;3;13
1001;2015-02-05 19:44:45+00:00;19;Thursday;2;14
1001;2015-02-05 19:54:49+00:00;19;Thursday;2;14
1001;2015-02-05 20:04:54+00:00;20;Thursday;2;14
1001;2015-02-05 20:06:21+00:00;20;Thursday;2;14
1001;2015-02-05 20:07:01+00:00;20;Thursday;3;13
1001;2015-02-05 20:17:06+00:00;20;Thursday;3;13
1001;2015-02-05 20:27:11+00:00;20;Thursday;3;13
1001;2015-02-05 20:37:15+00:00;20;Thursday;3;13
1001;2015-02-05 20:45:32+00:00;20;Thursday;2;14
1001;2015-02-05 20:46:06+00:00;20;Thursday;1;15
1001;2015-02-05 20:53:39+00:00;20;Thursday;0;16
1001;2015-02-05 21:03:42+00:00;21;Thursday;0;16
1001;2015-02-05 21:13:46+00:00;21;Thursday;0;16
1001;2015-02-05 21:21:09+00:00;21;Thursday;0;16
1001;2015-02-05 21:22:12+00:00;21;Thursday;1;15
1001;2015-02-05 21:32:16+00:00;21;Thursday;1;15
1001;2015-02-05 21:42:09+00:00;21;Thursday;1;15
1001;2015-02-05 21:43:59+00:00;21;Thursday;0;16
1001;2015-02-05 21:54:04+00:00;21;Thursday;0;16
1001;2015-02-05 22:04:07+00:00;22;Thursday;0;16
1001;2015-02-05 22:14:11+00:00;22;Thursday;0;16
1001;2015-02-05 22:18:08+00:00;22;Thursday;0;16
1001;2015-02-05 22:18:56+00:00;22;Thursday;1;15
1001;2015-02-05 22:29:00+00:00;22;Thursday;1;15
1001;2015-02-05 22:39:04+00:00;22;Thursday;1;15
1001;2015-02-05 22:44:24+00:00;22;Thursday;1;15
1001;2015-02-05 22:45:06+00:00;22;Thursday;2;14
1001;2015-02-05 22:48:20+00:00;22;Thursday;1;15
1001;2015-02-05 22:58:24+00:00;22;Thursday;1;15
1001;2015-02-05 23:08:28+00:00;23;Thursday;1;15
1001;2015-02-05 23:17:38+00:00;23;Thursday;0;16
1001;2015-02-05 23:27:42+00:00;23;Thursday;0;16
1001;2015-02-05 23:37:46+00:00;23;Thursday;0;16
1001;2015-02-05 23:47:49+00:00;23;Thursday;0;16
1001;2015-02-05 23:56:40+00:00;23;Thursday;0;16
1001;2015-02-05 23:56:42+00:00;23;Thursday;1;15
1001;2015-02-06 00:07:32+00:00;0;Friday;1;15
1001;2015-02-06 00:08:04+00:00;0;Friday;2;14
1001;2015-02-06 00:08:48+00:00;0;Friday;3;13
1001;2015-02-06 00:15:27+00:00;0;Friday;4;12
1001;2015-02-06 00:17:00+00:00;0;Friday;3;13
1001;2015-02-06 00:27:03+00:00;0;Friday;3;13
1001;2015-02-06 00:28:42+00:00;0;Friday;3;13
1001;2015-02-06 00:29:26+00:00;0;Friday;4;12
1001;2015-02-06 00:30:38+00:00;0;Friday;4;12
1001;2015-02-06 00:31:14+00:00;0;Friday;5;11
1001;2015-02-06 00:32:41+00:00;0;Friday;5;11
1001;2015-02-06 00:33:10+00:00;0;Friday;6;10
1001;2015-02-06 00:43:14+00:00;0;Friday;6;10
1001;2015-02-06 00:53:18+00:00;0;Friday;6;10
1001;2015-02-06 00:56:40+00:00;0;Friday;6;10
1001;2015-02-06 00:57:07+00:00;0;Friday;7;9
1001;2015-02-06 01:07:10+00:00;1;Friday;7;9
1001;2015-02-06 01:17:15+00:00;1;Friday;7;9
1001;2015-02-06 01:27:19+00:00;1;Friday;7;9
1001;2015-02-06 01:37:22+00:00;1;Friday;7;9
1001;2015-02-06 01:47:26+00:00;1;Friday;7;9
1001;2015-02-06 01:49:15+00:00;1;Friday;6;10
1001;2015-02-06 01:52:28+00:00;1;Friday;6;10
1001;2015-02-06 01:52:58+00:00;1;Friday;7;9
1001;2015-02-06 02:02:42+00:00;2;Friday;6;10
1001;2015-02-06 02:02:49+00:00;2;Friday;5;11
1001;2015-02-06 02:04:21+00:00;2;Friday;6;10
1001;2015-02-06 02:13:59+00:00;2;Friday;6;10
1001;2015-02-06 02:14:57+00:00;2;Friday;6;9
1001;2015-02-06 02:16:27+00:00;2;Friday;7;8
1001;2015-02-06 02:17:24+00:00;2;Friday;8;8
1001;2015-02-06 02:27:28+00:00;2;Friday;8;8
1001;2015-02-06 02:37:32+00:00;2;Friday;8;8
1001;2015-02-06 02:47:37+00:00;2;Friday;8;8
1001;2015-02-06 02:57:40+00:00;2;Friday;8;8
1001;2015-02-06 03:03:24+00:00;3;Friday;7;9
1001;2015-02-06 03:09:28+00:00;3;Friday;7;9
1001;2015-02-06 03:10:07+00:00;3;Friday;8;8
1001;2015-02-06 03:12:18+00:00;3;Friday;8;8
1001;2015-02-06 03:16:25+00:00;3;Friday;8;8
1001;2015-02-06 03:19:05+00:00;3;Friday;8;8
1001;2015-02-06 03:19:43+00:00;3;Friday;8;8
1001;2015-02-06 03:26:41+00:00;3;Friday;8;8
1001;2015-02-06 03:28:29+00:00;3;Friday;8;8
1001;2015-02-06 03:30:42+00:00;3;Friday;9;7
1001;2015-02-06 03:31:08+00:00;3;Friday;10;6
1001;2015-02-06 03:32:06+00:00;3;Friday;11;5
1001;2015-02-06 03:33:28+00:00;3;Friday;12;4
1001;2015-02-06 03:34:04+00:00;3;Friday;13;3
1001;2015-02-06 03:44:09+00:00;3;Friday;13;3
1001;2015-02-06 03:46:40+00:00;3;Friday;14;2
1001;2015-02-06 03:56:44+00:00;3;Friday;14;2
1001;2015-02-06 04:07:13+00:00;4;Friday;13;3
1001;2015-02-06 04:17:17+00:00;4;Friday;13;3
1001;2015-02-06 04:27:21+00:00;4;Friday;13;3
1001;2015-02-06 04:30:16+00:00;4;Friday;12;4
1001;2015-02-06 04:31:03+00:00;4;Friday;11;5
1001;2015-02-06 04:41:07+00:00;4;Friday;11;5
1001;2015-02-06 04:51:53+00:00;4;Friday;11;5
1001;2015-02-06 08:26:40+00:00;8;Friday;6;10
1001;2015-02-06 08:27:40+00:00;8;Friday;6;10
1001;2015-02-06 08:27:48+00:00;8;Friday;7;9
1001;2015-02-06 08:33:19+00:00;8;Friday;6;10
1001;2015-02-06 08:34:41+00:00;8;Friday;6;10
1001;2015-02-06 08:46:37+00:00;8;Friday;7;9
1001;2015-02-06 08:47:17+00:00;8;Friday;9;7
1001;2015-02-06 08:54:27+00:00;8;Friday;8;8
1001;2015-02-06 08:54:57+00:00;8;Friday;9;7
1001;2015-02-06 09:05:01+00:00;9;Friday;9;7
1001;2015-02-06 09:07:37+00:00;9;Friday;10;6
1001;2015-02-06 09:11:26+00:00;9;Friday;9;7
1001;2015-02-06 09:18:36+00:00;9;Friday;10;6
1001;2015-02-06 09:18:51+00:00;9;Friday;10;6
1001;2015-02-06 09:19:46+00:00;9;Friday;11;5
1001;2015-02-06 09:26:28+00:00;9;Friday;12;4
1001;2015-02-06 09:36:31+00:00;9;Friday;12;4
1001;2015-02-06 09:46:35+00:00;9;Friday;12;4
1001;2015-02-06 09:56:38+00:00;9;Friday;12;4
1001;2015-02-06 10:05:12+00:00;10;Friday;11;5
1001;2015-02-06 10:09:33+00:00;10;Friday;12;4
1001;2015-02-06 10:10:18+00:00;10;Friday;12;4
1001;2015-02-06 10:10:48+00:00;10;Friday;13;3
1001;2015-02-06 10:12:55+00:00;10;Friday;12;4
1001;2015-02-06 10:22:15+00:00;10;Friday;11;5
1001;2015-02-06 10:31:38+00:00;10;Friday;10;6
1001;2015-02-06 10:37:19+00:00;10;Friday;9;7
1001;2015-02-06 10:47:23+00:00;10;Friday;9;7
1001;2015-02-06 10:57:27+00:00;10;Friday;9;7
1001;2015-02-06 11:03:53+00:00;11;Friday;8;8
1001;2015-02-06 11:07:24+00:00;11;Friday;8;8
1001;2015-02-06 11:08:30+00:00;11;Friday;9;7
1001;2015-02-06 11:11:36+00:00;11;Friday;8;8
1001;2015-02-06 11:12:24+00:00;11;Friday;7;9
1001;2015-02-06 11:13:32+00:00;11;Friday;7;9
1001;2015-02-06 11:13:57+00:00;11;Friday;8;8
1001;2015-02-06 11:15:34+00:00;11;Friday;8;8
1001;2015-02-06 11:16:18+00:00;11;Friday;9;7
1001;2015-02-06 11:19:39+00:00;11;Friday;8;8
1001;2015-02-06 11:20:11+00:00;11;Friday;9;7
1001;2015-02-06 11:24:32+00:00;11;Friday;9;7
1001;2015-02-06 11:25:03+00:00;11;Friday;10;6
1001;2015-02-06 11:32:34+00:00;11;Friday;9;7
1001;2015-02-06 11:41:06+00:00;11;Friday;9;7
1001;2015-02-06 11:41:59+00:00;11;Friday;10;6
1001;2015-02-06 11:52:03+00:00;11;Friday;10;6
1001;2015-02-06 11:56:18+00:00;11;Friday;8;8
1001;2015-02-06 12:02:42+00:00;12;Friday;8;8
1001;2015-02-06 12:02:48+00:00;12;Friday;6;10
1001;2015-02-06 12:04:13+00:00;12;Friday;5;11
1001;2015-02-06 12:08:19+00:00;12;Friday;5;11
1001;2015-02-06 12:09:02+00:00;12;Friday;6;10
1001;2015-02-06 12:19:05+00:00;12;Friday;6;10
1001;2015-02-06 12:29:19+00:00;12;Friday;5;11
1001;2015-02-06 12:32:43+00:00;12;Friday;6;10
1001;2015-02-06 12:37:32+00:00;12;Friday;5;11
1001;2015-02-06 12:37:58+00:00;12;Friday;5;11
1001;2015-02-06 12:44:22+00:00;12;Friday;4;12
1001;2015-02-06 12:54:25+00:00;12;Friday;4;12
1001;2015-02-06 13:02:06+00:00;13;Friday;4;12
1001;2015-02-06 13:02:47+00:00;13;Friday;5;11
1001;2015-02-06 13:07:41+00:00;13;Friday;5;11
1001;2015-02-06 13:07:43+00:00;13;Friday;4;12
1001;2015-02-06 13:11:34+00:00;13;Friday;3;13
1001;2015-02-06 13:14:37+00:00;13;Friday;3;13
1001;2015-02-06 13:15:14+00:00;13;Friday;4;12
1001;2015-02-06 13:25:17+00:00;13;Friday;4;12
1001;2015-02-06 13:28:38+00:00;13;Friday;3;13
1001;2015-02-06 13:38:41+00:00;13;Friday;3;13
1001;2015-02-06 13:41:33+00:00;13;Friday;4;12
1001;2015-02-06 13:50:21+00:00;13;Friday;3;13
1001;2015-02-06 13:59:27+00:00;13;Friday;2;14
1001;2015-02-06 14:04:38+00:00;14;Friday;1;15
1001;2015-02-06 14:14:42+00:00;14;Friday;1;15
1001;2015-02-06 14:19:33+00:00;14;Friday;0;16
1001;2015-02-06 14:20:28+00:00;14;Friday;0;16
1001;2015-02-06 14:20:51+00:00;14;Friday;1;15
1001;2015-02-06 14:30:55+00:00;14;Friday;1;15
1001;2015-02-06 14:41:40+00:00;14;Friday;1;15
1001;2015-02-06 14:42:11+00:00;14;Friday;0;16
1001;2015-02-06 14:43:13+00:00;14;Friday;0;16
1001;2015-02-06 14:49:34+00:00;14;Friday;1;15
1001;2015-02-06 14:50:09+00:00;14;Friday;2;14
1001;2015-02-06 15:00:12+00:00;15;Friday;2;14
1001;2015-02-06 15:10:08+00:00;15;Friday;1;15
1001;2015-02-06 15:15:16+00:00;15;Friday;0;16
